200
5
10
1.68 269.50 1591.00
1.80 270.00 1601.00
1.71 270.00 1611.00
1.82 270.50 1621.00
1.76 270.50 1631.00
1.82 271.00 1641.00
1.86 272.00 1651.00
1.78 272.00 1661.00
1.73 272.00 1671.00
1.62 271.00 1681.00
1.68 270.50 1691.00
1.68 270.00 1701.00
1.73 270.00 1711.00
1.71 270.00 1721.00
1.68 269.50 1731.00
1.65 269.00 1741.00
1.66 268.50 1751.00
1.71 268.50 1761.00
1.77 268.50 1771.00
1.68 268.00 1781.00
1.70 268.00 1791.00
1.77 268.00 1801.00
1.66 267.50 1811.00
1.73 267.50 1821.00
1.63 266.50 1831.00
1.59 264.50 1841.00
1.55 259.50 1851.00
1.39 254.50 1861.00
1.42 249.50 1871.00
1.40 244.50 1881.00
1.40 239.50 1891.00
1.42 234.50 1901.00
1.47 229.50 1911.00
1.58 227.50 1921.00
1.65 226.50 1931.00
1.60 224.50 1941.00
1.60 222.50 1951.00
1.57 220.50 1961.00
1.74 220.50 1971.00
1.74 220.50 1981.00
1.83 221.00 1991.00
1.72 221.00 2001.00
1.82 221.50 2011.00
2.00 226.50 2021.00
1.98 231.50 2031.00
1.93 233.50 2041.00
1.94 235.50 2051.00
1.90 236.50 2061.00
1.91 238.50 2071.00
1.96 243.50 2081.00
2.00 248.50 2091.00
1.86 249.50 2101.00
1.93 251.50 2111.00
1.87 252.50 2121.00
1.80 253.00 2131.00
1.82 253.50 2141.00
1.85 254.50 2151.00
1.93 256.50 2161.00
1.82 257.00 2171.00
1.82 257.50 2181.00
1.79 257.50 2191.00
1.62 256.50 2201.00
1.68 256.00 2211.00
1.73 256.00 2221.00
1.70 256.00 2231.00
1.73 256.00 2241.00
1.69 255.50 2251.00
1.60 254.50 2261.00
1.52 249.50 2271.00
1.61 248.50 2281.00
1.53 243.50 2291.00
1.56 241.50 2301.00
1.57 239.50 2311.00
1.59 237.50 2321.00
1.61 236.50 2331.00
1.76 236.50 2341.00
1.81 237.00 2351.00
1.74 237.00 2361.00
1.85 238.00 2371.00
1.74 238.00 2381.00
1.76 238.00 2391.00
1.72 238.00 2401.00
1.73 238.00 2411.00
1.78 238.00 2421.00
1.83 238.50 2431.00
1.79 238.50 2441.00
1.84 239.00 2451.00
2.04 244.00 2461.00
2.26 249.00 2471.00
1.94 251.00 2481.00
1.95 253.00 2491.00
1.86 254.00 2501.00
1.71 254.00 2511.00
1.57 252.00 2521.00
1.57 250.00 2531.00
1.51 245.00 2541.00
1.45 240.00 2551.00
1.36 235.00 2561.00
1.34 230.00 2571.00
1.26 225.00 2581.00
1.17 220.00 2591.00
1.35 215.00 2601.00
1.21 210.00 2611.00
1.16 205.00 2621.00
1.23 200.00 2631.00
1.26 195.00 2641.00
1.41 190.00 2651.00
1.47 185.00 2661.00
1.65 184.00 2671.00
1.64 183.00 2681.00
1.65 182.50 2691.00
1.71 182.50 2701.00
1.76 182.50 2711.00
1.75 182.50 2721.00
1.84 183.00 2731.00
1.96 188.00 2741.00
2.17 193.00 2751.00
2.12 198.00 2761.00
2.14 203.00 2771.00
2.13 208.00 2781.00
2.20 213.00 2791.00
2.13 218.00 2801.00
1.98 223.00 2811.00
2.23 228.00 2821.00
2.05 233.00 2831.00
1.97 238.00 2841.00
2.04 243.00 2851.00
1.92 245.00 2861.00
1.81 245.50 2871.00
1.90 247.50 2881.00
1.83 248.00 2891.00
1.96 253.00 2901.00
2.00 258.00 2911.00
1.97 263.00 2921.00
1.83 263.50 2931.00
1.82 264.00 2941.00
1.89 265.00 2951.00
1.89 266.00 2961.00
1.80 266.50 2971.00
1.73 266.50 2981.00
1.70 266.50 2991.00
1.71 266.50 3001.00
1.88 267.50 3011.00
1.81 268.00 3021.00
1.80 268.00 3031.00
1.76 268.00 3041.00
1.75 268.00 3051.00
1.77 268.00 3061.00
1.86 269.00 3071.00
1.72 269.00 3081.00
1.67 268.50 3091.00
1.74 268.50 3101.00
1.77 268.50 3111.00
1.79 268.50 3121.00
1.75 268.50 3131.00
1.78 268.50 3141.00
1.80 268.50 3151.00
1.76 268.50 3161.00
1.69 268.00 3171.00
1.69 267.50 3181.00
1.72 267.50 3191.00
1.67 267.00 3201.00
1.71 267.00 3211.00
1.59 265.00 3221.00
1.57 263.00 3231.00
1.54 258.00 3241.00
1.50 253.00 3251.00
1.38 248.00 3261.00
1.40 243.00 3271.00
1.38 238.00 3281.00
1.39 233.00 3291.00
1.44 228.00 3301.00
1.50 223.00 3311.00
1.48 218.00 3321.00
1.45 213.00 3331.00
1.47 208.00 3341.00
1.53 203.00 3351.00
1.51 198.00 3361.00
1.55 196.00 3371.00
1.55 191.00 3381.00
